brand,variante,modelo,seg,concept,cn_raw
ABARTH,0AEB0000A0,500,UKL0,CABRIO,500
ABARTH,1AEB0000A0,500,UKL0,CABRIO,500
ABARTH,2AEB0000A0,600E,,,600E
ALFA ROMEO,0ADT416AA3,TONALE,UKL2,SAV,TONALE
ALFA ROMEO,0AGT415AA4,TONALE,UKL2,SAV,TONALE
ALFA ROMEO,0APA413BC6,TONALE,UKL2,SAV,TONALE
ALFA ROMEO,3AEA0000A0,JUNIOR,UKL1,SAV,ALFA ROMEO JUNIOR
ALFA ROMEO,3AEB0000A0,JUNIOR,UKL1,SAV,ALFA ROMEO JUNIOR
ALFA ROMEO,3AGT312AA3,JUNIOR,UKL1,SAV,ALFA ROMEO JUNIOR
ALFA ROMEO,3AGT312AB3,JUNIOR,UKL1,SAV,ALFA ROMEO JUNIOR
ALFA ROMEO,ACA4,GIULIA,KKL,SEDAN,GIULIA
ALFA ROMEO,AUA4,GIULIA,KKL,SEDAN,GIULIA
ALFA ROMEO,AWA2,GIULIA,KKL,SEDAN,GIULIA
ALFA ROMEO,AXA2,GIULIA,KKL,SEDAN,GIULIA QUADRIFOGLIO VERDE
ALFA ROMEO,AXA2A,STELVIO,KKL,SAV,STELVIO
ALFA ROMEO,AXS2A,STELVIO,KKL,SAV,STELVIO QUADRIFOGLIO
ALFA ROMEO,AXT2A,STELVIO,KKL,SAV,STELVIO
ALFA ROMEO,AXW1A,STELVIO,KKL,SAV,STELVIO
ALPINE,ABE,A290,UKL1,HATCH,A290
ALPINE,DF2,A110,KKL,COUPE,A110
ASTON MARTIN,A,DB12,,,DB12
ASTON MARTIN,B,DB12,,,DB12 VOLANTE
ASTON MARTIN,C,VANTAGE,,,VANTAGE
ASTON MARTIN,G,DBX707,,,DBX707
AUDI,A2DECAQ1,RS,,,RS 4 AVANT
AUDI,A2DECCQ1,RS,,,RS 4 AVANT
AUDI,A2DMKCQ1,S4 AVANT,,,S4 AVANT
AUDI,A2DMSAF1,A4,KKL,CABRIO,A4 AVANT
AUDI,A2DTNAF1,A4,KKL,CABRIO,A4 AVANT
AUDI,A2DTNBF1,A4,KKL,CABRIO,A4 AVANT
AUDI,A2DWVAQ1,S5 AVANT,,,S5 AVANT
AUDI,A2DWZAF1,A5,KKL,CABRIO,A5 AVANT
AUDI,A2DWZBF1,A5,KKL,CABRIO,A5 AVANT
AUDI,A2DYVAQ1,A5,KKL,CABRIO,A5 AVANT 220KW TFSI E
AUDI,A2DYYAF1,A5,KKL,CABRIO,A5 AVANT
AUDI,A2DYYAQ1,A5,KKL,CABRIO,A5 AVANT
AUDI,A3DYVAQ2,A6,MKL,SEDAN,A6 AVANT 220KW TFSI E
AUDI,A3DYYAF1,A6,MKL,SEDAN,AUDI A6 AVANT
AUDI,A3DYYAQ1,A6,MKL,SEDAN,AUDI A6 AVANT
AUDI,A3DYYAQ2,A6,MKL,SEDAN,AUDI A6 AVANT
AUDI,ABD7PCH1,A6,MKL,SEDAN,A6 AV E-TRON
AUDI,ABM19AQ1,A6,MKL,SEDAN,A6 AV E-TRON QUATTRO
AUDI,ABM21AH1,A6,MKL,SEDAN,A6 AV E-TRON PERFORMANCE
AUDI,ABMQ3BQ1,S6 AV E-TRON,,,S6 AV E-TRON
AUDI,ADMGHQ1,A6,MKL,SEDAN,A6 AVANT
AUDI,ADMKDQ1,S6 AVANT,,,S6 AVANT
AUDI,ADMKDQ2,S6 AVANT,,,S6 AVANT
AUDI,ADMTAQ1,A6,MKL,SEDAN,A6 AVANT
AUDI,ADRYAQ1,A6,MKL,SEDAN,A6 AVANT 50 TFSI E
AUDI,ADTPAF1,A6,MKL,SEDAN,A6 AVANT
AUDI,ADTPAQ1,A6,MKL,SEDAN,A6 AVANT
AUDI,ADYGAQ2,RS,,,RS 6 AVANT
AUDI,ADYGBQ1,RS,,,RS 6 AVANT
AUDI,ADYGBQ2,RS,,,RS 6 AVANT
AUDI,C2DTPAF1,A5,KKL,CABRIO,A5 COUPE
AUDI,CDMWAQ1,R8,GKL,COUPE,R8 COUPE
AUDI,GCZSEQ2,A8,GKL,SEDAN,A8
AUDI,GDMGKQ1,A8,GKL,SEDAN,A8
AUDI,H2DTPAQ1,A4 ALLROAD,,,A4 ALLROAD QUATTRO
AUDI,HDLZAQ1,A6 ALLROAD,,,A6 ALLROAD QUATTRO
AUDI,HDMGAQ1,A6 ALLROAD,,,A6 ALLROAD QUATTRO
AUDI,HDMGHQ1,A6 ALLROAD,,,A6 ALLROAD QUATTRO
AUDI,HDNNEQ1,A3,UKL2,HATCH,A3 ALLSTREET
AUDI,HDTPAQ1,A6 ALLROAD,,,A6 ALLROAD QUATTRO
AUDI,HDUCBF1,A3,UKL2,HATCH,A3 ALLSTREET PHEV 150
AUDI,HDUSAF1,A1,UKL1,HATCH,A1 ALLSTREET
AUDI,HDUSBF1,A1,UKL1,HATCH,A1 ALLSTREET
AUDI,HDXDBF1,A3,UKL2,HATCH,A3 ALLSTREET
AUDI,HDXPAF1,A3,UKL2,HATCH,A3 ALLSTREET
AUDI,K2DMSAF1,A5,KKL,CABRIO,A5 CABRIOLET
AUDI,K2DTNAF1,A5,KKL,CABRIO,A5 CABRIOLET
AUDI,L2DTNAF1,A4,KKL,CABRIO,A4 LIMOUSINE
AUDI,L2DTNBF1,A4,KKL,CABRIO,A4 LIMOUSINE
AUDI,L3DYVAQ2,A6,MKL,SEDAN,A6 LIM 220KW TFSI E
AUDI,L3DYYAF1,A6,MKL,SEDAN,AUDI A6 LIMOUSINE
AUDI,L3DYYAQ1,A6,MKL,SEDAN,AUDI A6 LIMOUSINE
AUDI,L3DYYAQ2,A6,MKL,SEDAN,AUDI A6 LIMOUSINE
AUDI,LCZSEQ1,A8,GKL,SEDAN,A8
AUDI,LCZSEQ2,A8,GKL,SEDAN,A8
AUDI,LDFYAF1,A3,UKL2,HATCH,A3 LIMOUSINE
AUDI,LDMGHQ1,A6,MKL,SEDAN,A6 LIMOUSINE
AUDI,LDMGKQ1,A8,GKL,SEDAN,A8
AUDI,LDMGKQ2,A8,GKL,SEDAN,A8
AUDI,LDMKDQ2,S6 LIMOUSINE,,,S6 LIMOUSINE
AUDI,LDMTAQ1,A6,MKL,SEDAN,A6 LIMOUSINE
AUDI,LDNFFQ1,S3 LIMOUSINE,,,S3 LIMOUSINE
AUDI,LDNWCQ1,RS,,,RS 3 LIMOUSINE
AUDI,LDRYAQ1,A6,MKL,SEDAN,A6 50 TFSI E
AUDI,LDTPAF1,A6,MKL,SEDAN,A6 LIMOUSINE
AUDI,LDTPAQ1,A6,MKL,SEDAN,A6 LIMOUSINE
AUDI,LDWKAQ2,S8,,,S8
AUDI,LDXDBF1,A3,UKL2,HATCH,A3 LIMOUSINE
AUDI,LDXDEF1,A3,UKL2,HATCH,A3 LIMOUSINE
AUDI,LDXPAF1,A3,UKL2,HATCH,A3 LIMOUSINE
AUDI,LDXRCF1,A3,UKL2,HATCH,A3 LIMOUSINE
AUDI,S2DECAQ1,RS,,,RS 5 SPORTBACK
AUDI,S2DECCQ1,RS,,,RS 5 SPORTBACK
AUDI,S2DMKCQ1,S5 SPORTBACK,,,S5 SPORTBACK
AUDI,S2DMTAQ1,A5,KKL,CABRIO,A5 SPORTBACK
AUDI,S2DTNAF1,A5,KKL,CABRIO,A5 SPORTBACK
AUDI,S2DTPAF1,A5,KKL,CABRIO,A5 SPORTBACK
AUDI,S2DTPAQ1,A5,KKL,CABRIO,A5 SPORTBACK
AUDI,S2DWVAQ1,SQ5 SB,,,AUDI SQ5 SB
AUDI,S2DWZAF1,A5,KKL,CABRIO,A5 LIMOUSINE
AUDI,S2DWZBF1,A5,KKL,CABRIO,A5 LIMOUSINE
AUDI,S2DWZBQ1,A5,KKL,CABRIO,A5 LIMOUSINE
AUDI,S2DXABF1,Q5,KKL,SAV,AUDI Q5 SB
AUDI,S2DXABQ1,Q5,KKL,SAV,AUDI Q5 SB
AUDI,S2DYVAQ1,Q5,KKL,SAV,Q5 SB 220KW TFSI E
AUDI,S2DYYAF1,A5,KKL,CABRIO,A5 LIMOUSINE
AUDI,S2DYYAQ1,Q5,KKL,SAV,AUDI Q5 SB
AUDI,SBD1XAQ2,RS E-TRON GT,,,RS E-TRON GT
AUDI,SBD2VQ1,E-TRON GT,GKL,SEDAN,E-TRON GT
AUDI,SBD2VQ2,E-TRON GT,GKL,SEDAN,E-TRON GT
AUDI,SBD6CAQ1,Q6 SB E-TRON,,,Q6 SB E-TRON QUATTRO
AUDI,SBD7PAH1,Q4 SPORTBACK,,,Q4 SPORTBACK 45 E-TRON
AUDI,SBD7PBQ1,Q4 SPORTBACK,,,Q4 SPORTBACK 45 E-TRON
AUDI,SBD7PCH1,A6,MKL,SEDAN,A6 SB E-TRON
AUDI,SBDU4AH1,Q6 SB E-TRON,,,Q6 SB E-TRON PERFORMANCE
AUDI,SBL1FAH1,Q4 SPORTBACK,,,Q4 SPORTBACK 40 E-TRON
AUDI,SBL1FH1,Q4 SPORTBACK,,,Q4 SPORTBACK 40 E-TRON
AUDI,SBL1IAQ1,Q8,MKL,SAV,Q8 SPORTBACK 50 E-TRON
AUDI,SBL1IBQ1,Q4 SPORTBACK,,,Q4 SPORTBACK 55 E-TRON
AUDI,SBL1NAQ1,SQ6 SB E-TRON,,,SQ6 SB E-TRON
AUDI,SBL1WQ1,RS E-TRON GT,,,RS E-TRON GT
AUDI,SBM0BAH1,Q6 SB E-TRON,,,Q6 SB E-TRON
AUDI,SBM0CAQ1,S E-TRON GT,,,S E-TRON GT
AUDI,SBM0CAQ2,S E-TRON GT,,,S E-TRON GT
AUDI,SBM19AQ1,A6,MKL,SEDAN,A6 SB E-TRON QUATTRO
AUDI,SBM1JAQ1,Q8,MKL,SAV,Q8 SPORTBACK 55 E-TRON
AUDI,SBM21AH1,A6,MKL,SEDAN,A6 SB E-TRON PERFORMANCE
AUDI,SBMD2AQ2,RS E-TRON GT,,,RS E-TRON GT PERFORMANCE
AUDI,SBMQ3AQ1,SQ8 SPORTBACK E-TRON,,,SQ8 SPORTBACK E-TRON
AUDI,SBMQ3BQ1,S6 SB E-TRON,,,S6 SB E-TRON
AUDI,SBMQ3CQ1,E-TRON GT,GKL,SEDAN,E-TRON GT
AUDI,SBMQ3CQ2,E-TRON GT,GKL,SEDAN,E-TRON GT
AUDI,SDCBDQ1,Q8,MKL,SAV,Q8 55 TFSI E
AUDI,SDCBDQ2,Q8,MKL,SAV,Q8 60 TFSI E
AUDI,SDGEAF1,A3,UKL2,HATCH,A3 40 TFSIE
AUDI,SDLAAF1,A3,UKL2,HATCH,A3 SPORTBACK
AUDI,SDMGAQ1,A7,MKL,SEDAN,A7 SPORTBACK
AUDI,SDMGHQ1,A7,MKL,SEDAN,A7 SPORTBACK
AUDI,SDMKCQ1,SQ5 SPORTBACK,,,SQ5 SPORTBACK
AUDI,SDMKDQ1,S7 SPORTBACK,,,S7 SPORTBACK
AUDI,SDMKDQ2,S7 SPORTBACK,,,S7 SPORTBACK
AUDI,SDNFFQ1,S3 SPORTBACK,,,S3 SPORTBACK
AUDI,SDNNAQ1,Q3 SPORTBACK,UKL2,SAV,Q3 SPORTBACK
AUDI,SDNNEQ1,Q3 SPORTBACK,UKL2,SAV,Q3 SPORTBACK
AUDI,SDNPAQ1,Q3 SPORTBACK,UKL2,SAV,Q3 SPORTBACK
AUDI,SDNPBQ1,Q3 SPORTBACK,UKL2,SAV,Q3 SPORTBACK
AUDI,SDNWCQ1,RS,,,RS 3 SPORTBACK
AUDI,SDPUAQ1,Q5 SPORTBACK,KKL,SAV,Q5 SPORTBACK
AUDI,SDPXAQ1,Q8,MKL,SAV,Q8
AUDI,SDPXAQ2,Q8,MKL,SAV,Q8
AUDI,SDPXBQ1,Q8,MKL,SAV,Q8
AUDI,SDPXBQ2,Q8,MKL,SAV,Q8
AUDI,SDRYAQ1,Q5 SPORTBACK,KKL,SAV,Q5 SPORTBACK 50 TFSI E
AUDI,SDTNAF1,Q5 SPORTBACK,KKL,SAV,Q5 SPORTBACK
AUDI,SDTPAF1,A7,MKL,SEDAN,A7 SPORTBACK
AUDI,SDTPAQ1,Q5 SPORTBACK,KKL,SAV,Q5 SPORTBACK
AUDI,SDTSBF1,A3,UKL2,HATCH,A3 SPORTBACK
AUDI,SDUCAF1,A3,UKL2,HATCH,A3 SPORTBACK PHEV 200
AUDI,SDUCBF1,A3,UKL2,HATCH,A3 SPORTBACK PHEV 150
AUDI,SDUSAF1,A1,UKL1,HATCH,A1 SPORTBACK
AUDI,SDUSBF1,A1,UKL1,HATCH,A1 SPORTBACK
AUDI,SDWNAQ2,RS Q8,,,RS Q8
AUDI,SDWNBQ2,RS Q8,,,RS Q8
AUDI,SDWRBQ2,SQ8,,,SQ8
AUDI,SDXDBF1,A3,UKL2,HATCH,A3 SPORTBACK
AUDI,SDXDEF1,A3,UKL2,HATCH,A3 SPORTBACK
AUDI,SDXNBQ1,Q3 SPORTBACK,UKL2,SAV,Q3 SPORTBACK
AUDI,SDXPAF1,Q3 SPORTBACK,UKL2,SAV,Q3 SPORTBACK
AUDI,SDXRCF1,A3,UKL2,HATCH,A3 SPORTBACK
AUDI,SDYGAQ2,RS,,,RS 7 SPORTBACK
AUDI,X2DWVAQ1,SQ5,,,AUDI SQ5
AUDI,X2DXABF1,Q5,KKL,SAV,AUDI Q5
AUDI,X2DXABQ1,Q5,KKL,SAV,AUDI Q5
AUDI,X2DYVAQ1,Q5,KKL,SAV,Q5 220KW TFSI E
AUDI,X2DYYAQ1,Q5,KKL,SAV,AUDI Q5
AUDI,XBD6CAQ1,Q6 SUV E-TRON,,,Q6 SUV E-TRON QUATTRO
AUDI,XBD7PAH1,Q4,,,Q4 45 E-TRON
AUDI,XBD7PBQ1,Q4,,,Q4 45 E-TRON
AUDI,XBDU4AH1,Q6 SUV E-TRON,,,Q6 SUV E-TRON PERFORMANCE
AUDI,XBL1EAH1,Q4,,,Q4 35 E-TRON
AUDI,XBL1EH1,Q4,,,Q4 35 E-TRON
AUDI,XBL1FAH1,Q4,,,Q4 40 E-TRON
AUDI,XBL1FH1,Q4,,,Q4 40 E-TRON
AUDI,XBL1IAQ1,Q8,MKL,SAV,Q8 50 E-TRON
AUDI,XBL1IBQ1,Q4,,,Q4 55 E-TRON
AUDI,XBL1NAQ1,SQ6 SUV E-TRON,,,SQ6 SUV E-TRON
AUDI,XBM0BAH1,Q6 SUV E-TRON,,,Q6 SUV E-TRON
AUDI,XBM1JAQ1,Q8,MKL,SAV,Q8 55 E-TRON
AUDI,XBM9TQ1,Q4,,,Q4 50 E-TRON
AUDI,XDCBDQ1,Q7,MKL,SAV,Q7 55 TFSI E
AUDI,XDCBDQ2,Q7,MKL,SAV,Q7 55 TFSI E
AUDI,XDCBEQ1,Q7,MKL,SAV,Q7 55 TFSI E
AUDI,XDGEAF1,Q3,UKL2,SAV,Q3 E-TRON
AUDI,XDMKCQ1,SQ5,,,SQ5
AUDI,XDNFCQ1,SQ2,,,SQ2
AUDI,XDNNAQ1,Q3,UKL2,SAV,Q3
AUDI,XDNNEQ1,Q3,UKL2,SAV,Q3
AUDI,XDNPAQ1,Q3,UKL2,SAV,Q3
AUDI,XDNPBQ1,Q3,UKL2,SAV,Q3
AUDI,XDPUAQ1,Q5,KKL,SAV,Q5
AUDI,XDPXAQ1,Q7,MKL,SAV,Q7
AUDI,XDPXAQ2,Q7,MKL,SAV,Q7
AUDI,XDPXBQ1,Q7,MKL,SAV,Q7
AUDI,XDPXBQ2,Q7,MKL,SAV,Q7
AUDI,XDRYAQ1,Q5,KKL,SAV,Q5 50 TFSI E
AUDI,XDTNAF1,Q5,KKL,SAV,Q5
AUDI,XDTPAQ1,Q5,KKL,SAV,Q5
AUDI,XDTRBF1,Q2,UKL2,SAV,Q2
AUDI,XDTSBF1,Q3,UKL2,SAV,Q3
AUDI,XDTTCF1,Q2,UKL2,SAV,Q2
AUDI,XDUCAF1,Q3,UKL2,SAV,Q3 200KW TFSI E
AUDI,XDUSAF1,Q2,UKL2,SAV,Q2
AUDI,XDWRBQ2,SQ7,,,SQ7
AUDI,XDXDBF1,Q2,UKL2,SAV,Q2
AUDI,XDXNBQ1,Q3,UKL2,SAV,Q3
AUDI,XDXPAF1,Q3,UKL2,SAV,Q3
AUDI,XDXRBF1,Q2,UKL2,SAV,Q2
AUDI,XDXRBQ1,Q2,UKL2,SAV,Q2
AUDI,XDXRCF1,Q2,UKL2,SAV,Q2
AUTOMOBILI LAMBORGHINI S.P.A.,A E A A,URUS,,,URUS
AUTOMOBILI LAMBORGHINI S.P.A.,A1,HURACAN,,,HURACAN
AUTOMOBILI LAMBORGHINI S.P.A.,AA22,REVUELTO,,,REVUELTO
AUTOMOBILI LAMBORGHINI S.P.A.,ACAA,URUS,,,URUS
AUTOMOBILI LAMBORGHINI S.P.A.,ADAA,URUS,,,URUS
AUTOMOBILI LAMBORGHINI S.P.A.,B E A A,URUS,,,URUS
AUTOMOBILI LAMBORGHINI S.P.A.,B1,HURACAN,,,HURACAN
AUTOMOBILI LAMBORGHINI S.P.A.,G2,HURACAN,,,HURACAN
BAIC,A3F1PA,X55,,,X55
BENTLEY,AD4VAF,BENTAYGA,GKL++1,SAV,BENTAYGA S V8
BENTLEY,AD5VAF,BENTAYGA,GKL++1,SAV,BENTAYGA AZURE V8
BENTLEY,AD5XAE,BENTAYGA,GKL++1,SAV,BENTAYGA S V8
BENTLEY,AG4WBF,BENTAYGA,GKL++1,SAV,BENTAYGA AZURE HYBRID
BENTLEY,AG5WBF,BENTAYGA,GKL++1,SAV,BENTAYGA HYBRID
BENTLEY,AG5WBG,BENTAYGA,GKL++1,SAV,BENTAYGA AZURE HYBRID
BENTLEY,B4CYDD,FLYING SPUR,GKL++1,SEDAN,FLYING SPUR MULLINER HYBRID
BENTLEY,B4DWEEC,FLYING SPUR,GKL++1,SEDAN,FLYING SPUR MULLINER
BENTLEY,B4DWFFB,FLYING SPUR,GKL++1,SEDAN,FLYING SPUR AZURE
BENTLEY,B5AZAD,FLYING SPUR,GKL++1,SEDAN,FLYING SPUR SPEED EDITION 12
BENTLEY,B5BXBD,FLYING SPUR,GKL++1,SEDAN,FLYING SPUR AZURE V8
BENTLEY,B5CYDD,FLYING SPUR,GKL++1,SEDAN,FLYING SPUR AZURE HYBRID
BENTLEY,B5DWEEC,FLYING SPUR,GKL++1,SEDAN,FLYING SPUR MULLINER
BENTLEY,B5DWEED,FLYING SPUR,GKL++1,SEDAN,FLYING SPUR SPEED
BENTLEY,C4BXBD,CONTINENTAL,GKL++2,CABRIO,CONTINENTAL GT S V8
BENTLEY,C4DWEED,CONTINENTAL,GKL++2,CABRIO,CONTINENTAL GT SPEED
BENTLEY,C4DWEFC,CONTINENTAL,GKL++2,CABRIO,CONTINENTAL GT MULLINER
BENTLEY,C4DWEFD,CONTINENTAL,GKL++2,CABRIO,CONTINENTAL GT SPEED
BENTLEY,C4DWFEA,CONTINENTAL,GKL++2,CABRIO,CONTINENTAL GT
BENTLEY,C4DWFFA,CONTINENTAL,GKL++2,CABRIO,CONTINENTAL GT
BENTLEY,C4DWFFB,CONTINENTAL,GKL++2,CABRIO,CONTINENTAL GT AZURE
BENTLEY,D4AZCD,CONTINENTAL,GKL++2,CABRIO,CONTINENTAL GTC SPEED EDITION 12
BENTLEY,D4BXBD,CONTINENTAL,GKL++2,CABRIO,CONTINENTAL GTC AZURE V8
BENTLEY,D4DWEEC,CONTINENTAL,GKL++2,CABRIO,CONTINENTAL GTC MULLINER
BENTLEY,D4DWEED,CONTINENTAL,GKL++2,CABRIO,CONTINENTAL GTC SPEED
BENTLEY,D4DWEFC,CONTINENTAL,GKL++2,CABRIO,CONTINENTAL GTC MULLINER
BENTLEY,D4DWFFA,CONTINENTAL,GKL++2,CABRIO,CONTINENTAL GTC
BENTLEY,D4DWFFB,CONTINENTAL,GKL++2,CABRIO,CONTINENTAL GTC AZURE
BMW,11AK,218I,,,218I
BMW,11AS,420D,,,420D
BMW,11AT,420I,,,420I
BMW,11AV,420I,,,420I
BMW,11AW,M440I XDRIVE,,,M440I XDRIVE
BMW,11CF,IX,MKL,SAV,IX XDRIVE40
BMW,11CM,220I,,,220I
BMW,11CN,220D,,,220D
BMW,11CS,XM,GKL,SAV,XM 50E
BMW,11DM,M2,,,M2
BMW,11DT,X4,KKL,SAV,X4 XDRIVE20I
BMW,11EC,X3,KKL,SAV,X3 M COMPETITION
BMW,11EE,X1,UKL2,SAV,X1 SDRIVE18I
BMW,11EF,X1,UKL2,SAV,X1 M35I XDRIVE
BMW,11EG,X1,UKL2,SAV,X1 SDRIVE18D
BMW,11ET,X5,MKL,SAV,X5 M COMPETITION
BMW,11EV,X5,MKL,SAV,X5 XDRIVE30D
BMW,11EY,X6,MKL,SAV,X6 XDRIVE30D M SPORT
BMW,11FJ,520I,,,520I
BMW,11FK,550E XDRIVE,,,550E XDRIVE
BMW,11FL,520D,,,520D
BMW,11FZ,318D,,,318D
BMW,11GB,M3 COMPETITION M,,,M3 COMPETITION M XDRIVE
BMW,11GF,118D,,,118D
BMW,11GH,218D,,,218D
BMW,11GR,X3,KKL,SAV,X3 20D XDRIVE
BMW,11GV,520I,,,520I
BMW,11GW,520D,,,520D
BMW,11HB,420I,,,420I
BMW,11HC,420I,,,420I
BMW,11HD,I4,KKL,SEDAN,I4 EDRIVE35
BMW,11HG,I5,MKL,SEDAN,I5 XDRIVE40
BMW,11HH,I5,MKL,SEDAN,I5 EDRIVE40
BMW,15BZ,X3,KKL,SAV,X3 XDRIVE20D
BMW,15GR,X3,KKL,SAV,X3 20D XDRIVE
BMW,18FS,320E,,,320E
BMW,21AX,420D,,,420D
BMW,21BX,218I ACTIVE TOURER,,,218I ACTIVE TOURER
BMW,21BY,218D ACTIVE TOURER,,,218D ACTIVE TOURER
BMW,21CF,IX,MKL,SAV,IX XDRIVE50
BMW,21CM,230I,,,230I
BMW,21CS,XM,GKL,SAV,XM
BMW,21DM,M2,,,M2
BMW,21EA,225E XDRIVE ACTIVE,,,225E XDRIVE ACTIVE TOURER
BMW,21EC,X4,KKL,SAV,X4 M COMPETITION
BMW,21EF,X1,UKL2,SAV,X1 XDRIVE25E
BMW,21EJ,740D XDRIVE,,,740D XDRIVE
BMW,21EM,X7,GKL,SAV,X7 XDRIVE40I
BMW,21EN,X7,GKL,SAV,X7 XDRIVE40D
BMW,21ET,X6,MKL,SAV,X6 M COMPETITION
BMW,21EU,X5,MKL,SAV,X5 XDRIVE40I
BMW,21EV,X5,MKL,SAV,X5 XDRIVE40D
BMW,21EY,X6,MKL,SAV,X6 XDRIVE40D M SPORT
BMW,21FL,520D XDRIVE,,,520D XDRIVE
BMW,21FY,320I,,,320I
BMW,21FZ,320D,,,320D
BMW,21GB,M3 COMPETITION M,,,M3 COMPETITION M XDRIVE
BMW,21GE,M135 XDRIVE,,,M135 XDRIVE
BMW,21GF,120D,,,120D
BMW,21GH,220D,,,220D
BMW,21GL,M340I XDRIVE,,,M340I XDRIVE
BMW,21GM,X2,UKL2,SAV,X2 SDRIVE20I
BMW,21GV,530E,,,530E
BMW,21GW,520D XDRIVE,,,520D XDRIVE
BMW,21HD,I4,KKL,SEDAN,I4 EDRIVE40
BMW,21HJ,M3 COMPETITION,,,M3 COMPETITION
BMW,21HK,M4 COMPETITION,,,M4 COMPETITION
BMW,25DN,X3,KKL,SAV,X3 M40D
BMW,25DP,X3,KKL,SAV,X3 XDRIVE20I
BMW,25GR,X3,KKL,SAV,X3 40D XDRIVE
BMW,28FS,330E,,,330E
BMW,28FU,318D,,,318D
BMW,31AK,220I,,,220I
BMW,31AM,218D,,,218D
BMW,31AW,I4,KKL,SEDAN,I4 M50
BMW,31AZ,M4 COMPETITION,,,M4 COMPETITION
BMW,31CA,X4,KKL,SAV,X4 XDRIVE20D
BMW,31CF,IX,MKL,SAV,IX M60
BMW,31CG,530E XDRIVE,,,530E XDRIVE
BMW,31CS,XM,GKL,SAV,XM LABEL
BMW,31DM,M2 CS,,,M2 CS
BMW,31EE,X1,UKL2,SAV,X1 SDRIVE20I
BMW,31EF,X1,UKL2,SAV,X1 XDRIVE30E
BMW,31EG,X1,UKL2,SAV,X1 SDRIVE20D
BMW,31EM,X7,GKL,SAV,X7 M60I XDRIVE
BMW,31EU,X5,MKL,SAV,X5 M60I XDRIVE
BMW,31EX,X6,MKL,SAV,X6 XDRIVE40I M SPORT
BMW,31FK,I5,MKL,SEDAN,I5 EDRIVE40
BMW,31FL,540D XDRIVE,,,540D XDRIVE
BMW,31FZ,320D XDRIVE,,,320D XDRIVE
BMW,31GB,M3 CS,,,M3 CS
BMW,31GE,116,,,116
BMW,31GG,M235 XDRIVE,,,M235 XDRIVE
BMW,31GH,220,,,220
BMW,31GN,X2,UKL2,SAV,X2 SDRIVE18D
BMW,31GP,X3,KKL,SAV,X3 20 XDRIVE
BMW,31GV,530E XDRIVE,,,530E XDRIVE
BMW,31GW,540D XDRIVE,,,540D XDRIVE
BMW,31HD,I4,KKL,SEDAN,I4 M50 XDRIVE
BMW,31HG,I5,MKL,SEDAN,I5 XDRIVE40
BMW,31HH,I5,MKL,SEDAN,I5 M60 XDRIVE
BMW,31HJ,M3 COMPETITION M,,,M3 COMPETITION M XDRIVE
BMW,31HK,M4 COMPETITION M,,,M4 COMPETITION M XDRIVE
BMW,31HR,IX3,KKL,SAV,IX3 50 XDRIVE
BMW,35GP,X3,KKL,SAV,X3 20 XDRIVE
BMW,38FU,320D,,,320D
BMW,41AY,M3 COMPETITION M,,,M3 COMPETITION M XDRIVE
BMW,41AZ,M4 COMPETITION M,,,M4 COMPETITION M XDRIVE
BMW,41BA,M4 COMPETITION M,,,M4 COMPETITION M XDRIVE
BMW,41CF,IX,MKL,SAV,IX XDRIVE45
BMW,41CM,M240I,,,M240I
BMW,41DT,X4,KKL,SAV,X4 M40I
BMW,41DU,IX3,KKL,SAV,IX3
BMW,41EG,X1,UKL2,SAV,X1 XDRIVE20D
BMW,41EH,750E XDRIVE,,,750E XDRIVE
BMW,41EJ,I7,GKL,SEDAN,I7 EDRIVE50
BMW,41EU,X5,MKL,SAV,X5 XDRIVE50E
BMW,41EX,X6,MKL,SAV,X6 M60I XDRIVE
BMW,41FF,M340I XDRIVE,,,M340I XDRIVE
BMW,41FK,I5,MKL,SEDAN,I5 M60 XDRIVE
BMW,41FN,420D,,,420D
BMW,41FP,430I XDRIVE,,,430I XDRIVE
BMW,41FR,420D,,,420D
BMW,41GG,216,,,216
BMW,41GN,X2,UKL2,SAV,X2 SDRIVE20D
BMW,41GV,550E XDRIVE,,,550E XDRIVE
BMW,41HC,430I XDRIVE,,,430I XDRIVE
BMW,41HG,I5,MKL,SEDAN,I5 M60 XDRIVE
BMW,41HK,M4 CS,,,M4 CS
BMW,48FF,M340I XDRIVE,,,M340I XDRIVE
BMW,48GK,330E,,,330E
BMW,51AP,430I,,,430I
BMW,51AU,420D,,,420D
BMW,51AX,430D XDRIVE,,,430D XDRIVE
BMW,51BX,230E XDRIVE ACTIVE,,,230E XDRIVE ACTIVE TOURER
BMW,51CF,IX,MKL,SAV,IX XDRIVE60
BMW,51CM,M240I XDRIVE,,,M240I XDRIVE
BMW,51EH,M760E XDRIVE,,,M760E XDRIVE
BMW,51EJ,I7,GKL,SEDAN,I7 XDRIVE60
BMW,51FY,320E XDRIVE,,,320E XDRIVE
BMW,51GL,330E XDRIVE,,,330E XDRIVE
BMW,51GM,IX2,UKL2,SAV,IX2 EDRIVE20
BMW,51GN,X2,UKL2,SAV,X2 XDRIVE20D
BMW,51HB,430I XDRIVE,,,430I XDRIVE
BMW,51HD,I4,KKL,SEDAN,I4 EDRIVE35
BMW,51HH,I5,MKL,SEDAN,I5 XDRIVE40
